,year,quarter,location,economic activity,micro enterprises,small enterprises,medium enterprises,large enterprises,total number of enterprises
2892,2022,1,Qassim Region Office,أنشطة المكتبات ودور المحفوظات، والمتاحف والأنشطة الثقافية الأخرى,21,14,0,0,35
2894,2022,1,Qassim Region Office,أنشطة المنظمات ذات العضوية,33,13,1,0,47
2895,2022,1,Qassim Region Office,أنشطة النشر,17,7,0,0,24
2896,2022,1,Qassim Region Office,أنشطة تقديم الخدمات للمباني وتجميل المواقع,1308,285,50,12,1655
2897,2022,1,Qassim Region Office,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,4,5,0,0,9
2898,2022,1,Qassim Region Office,أنشطة خدمات الأطعمة والمشروبات,3218,894,54,3,4169
2899,2022,1,Qassim Region Office,أنشطة خدمات المعلومات,15,3,0,0,18
2900,2022,1,Qassim Region Office,أنشطة خدمات دعم التعدين,8,2,0,0,10
2901,2022,1,Qassim Region Office,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,1283,87,12,5,1387
2902,2022,1,Qassim Region Office,الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,31,28,2,0,61
2903,2022,1,Qassim Region Office,الإقامة,99,51,6,1,157
2904,2022,1,Qassim Region Office,الأنشطة الإبداعية والفنون وأنشطة الترفيه,11,3,0,0,14
2905,2022,1,Qassim Region Office,الأنشطة الأخرى للتعدين واستغلال المحاجر,15,0,0,0,15
2906,2022,1,Qassim Region Office,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,81,9,4,0,94
2907,2022,1,Qassim Region Office,الأنشطة الإيجارية,1090,67,3,0,1160
2908,2022,1,Qassim Region Office,الأنشطة البيطرية,11,5,1,0,17
2909,2022,1,Qassim Region Office,الأنشطة الرياضية وأنشطة التسلية والترفيه,83,28,0,0,111
2910,2022,1,Qassim Region Office,الأنشطة العقارية,103,16,1,0,120
2911,2022,1,Qassim Region Office,الأنشطة القانونية وأنشطة المحاسبة,39,1,0,0,40
2912,2022,1,Qassim Region Office,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,2,0,0,0,2
2913,2022,1,Qassim Region Office,الأنشطة المهنية والعلمية والتقنية الأخرى,22,6,0,0,28
2914,2022,1,Qassim Region Office,الاتصالات,80,23,1,0,104
2916,2022,1,Qassim Region Office,التخزين وأنشطة الدعم للنقل,120,34,5,0,159
2917,2022,1,Qassim Region Office,التعليم,60,38,18,2,118
2919,2022,1,Qassim Region Office,الرعاية مع الإقامة,12,5,0,0,17
2920,2022,1,Qassim Region Office,الصحة البشرية,44,82,27,4,157
2921,2022,1,Qassim Region Office,الصرف الصحي,3,1,0,0,4
2922,2022,1,Qassim Region Office,الصناعة التحويلية الأخرى,30,7,0,0,37
2923,2022,1,Qassim Region Office,الطباعة واستنساخ وسائط الأعلام المسجّلة,54,26,1,0,81
2924,2022,1,Qassim Region Office,النقل البري و النقل عبر الأنابيب,875,157,14,2,1048
2925,2022,1,Qassim Region Office,النقل الجوي,11,9,1,2,23
2926,2022,1,Qassim Region Office,النقل المائي,11,1,0,0,12
2927,2022,1,Qassim Region Office,الهندسة المدنية,46,11,5,1,63
2928,2022,1,Qassim Region Office,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,3408,678,53,6,4145
2929,2022,1,Qassim Region Office,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,1671,569,55,4,2299
2930,2022,1,Qassim Region Office,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,2241,411,18,2,2672
2931,2022,1,Qassim Region Office,تجميع المياه ومعالجتها وتوصيلها,35,6,0,0,41
2932,2022,1,Qassim Region Office,تشييد المباني,7441,1856,247,39,9583
2933,2022,1,Qassim Region Office,تعدين الفحم والليغنيت,3,0,0,0,3
2934,2022,1,Qassim Region Office,تعدين ركازات الفلزات,42,11,1,0,54
2936,2022,1,Qassim Region Office,توصيل الكهرباء والغاز والبخار وتكييف الهواء,10,4,0,0,14
2937,2022,1,Qassim Region Office,صناعة الآلات والمعدات غير المصنفة في موضع أخر,39,8,2,0,49
2938,2022,1,Qassim Region Office,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,27,6,1,0,34
2939,2022,1,Qassim Region Office,صناعة معدات النقل الأخرى,20,4,0,0,24
2940,2022,1,Qassim Region Office,صنع الأثاث,187,62,8,0,257
2941,2022,1,Qassim Region Office,صنع الحواسيب والمنتجات الإلكترونية والبصرية,51,11,1,0,63
2942,2022,1,Qassim Region Office,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,247,50,4,0,301
2943,2022,1,Qassim Region Office,صنع الفلزات القاعدية,232,42,3,0,277
2944,2022,1,Qassim Region Office,صُنع المشروبات,13,9,3,1,26
2946,2022,1,Qassim Region Office,صُنع الملبوسات,549,77,5,1,632
2947,2022,1,Qassim Region Office,صُنع المنتجات الجلدية والمنتجات ذات الصلة,8,0,0,0,8
2949,2022,1,Qassim Region Office,صُنع المنتجات الغذائية,405,104,35,6,550
2951,2022,1,Qassim Region Office,صُنع المواد الكيميائية والمنتجات الكيميائية,57,17,3,0,77
2952,2022,1,Qassim Region Office,صُنع الورق ومنتجات الورق,6,10,4,0,20
2953,2022,1,Qassim Region Office,صنع فحم الكوك والمنتجات النفطية المكررة,1,1,0,0,2
2956,2022,1,Qassim Region Office,صنع منتجات المعادن اللافلزية الأخرى,164,66,19,3,252
2957,2022,1,Qassim Region Office,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),659,103,10,3,775
2958,2022,1,Qassim Region Office,صيد الأسماك وتربية المائيات,21,2,0,0,23
2959,2022,1,Qassim Region Office,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,43,14,0,0,57
2960,2022,1,Al-Madinah Al-Munawwarah Region Office,أبحاث الإعلان والسوق,48,5,0,0,53
2961,2022,1,Al-Madinah Al-Munawwarah Region Office,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,166,9,0,0,175
2962,2022,1,Al-Madinah Al-Munawwarah Region Office,إصلاح وتركيب الآلات والمعدات,76,8,0,0,84
2963,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة أنتاج الأفلام والبرامج التلفزيونية والتسجيلات الصوتية و نشرالموسيقى,13,1,0,0,14
2964,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة الأمن والتحقيقات,8,2,1,0,11
2965,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة الاستخدام,40,12,0,0,52
2966,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,3,0,0,0,3
2967,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,56,9,0,0,65
2970,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة التشييد المتخصصة,1673,343,11,0,2027
2971,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة الخدمات الشخصية الأخرى,1481,144,3,0,1628
2972,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,25,2,0,0,27
2973,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة العمل الاجتماعي، دون إقامة، لكبار السن وذوي الإعاقة,70,37,10,0,117
2974,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,87,55,4,1,147
2975,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة المكاتب الرئيسية ، وألأنشطة الاستشارية في مجال الإدارة,58,10,1,0,69
2977,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة المنظمات ذات العضوية,16,4,3,0,23
2978,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة النشر,36,13,0,0,49
2979,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة تقديم الخدمات للمباني وتجميل المواقع,840,231,17,2,1090
2980,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,5,2,0,0,7
2981,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة خدمات الأطعمة والمشروبات,3356,787,41,2,4186
2983,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة خدمات دعم التعدين,5,8,0,0,13
2984,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,640,60,3,0,703
2986,2022,1,Al-Madinah Al-Munawwarah Region Office,الإقامة,219,109,32,5,365
2988,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة الأخرى للتعدين واستغلال المحاجر,21,6,0,0,27
2989,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,101,7,0,0,108
2990,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة الإيجارية,687,46,3,0,736
2992,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة الرياضية وأنشطة التسلية والترفيه,72,19,1,0,92
2993,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة العقارية,163,22,4,0,189
2994,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة القانونية وأنشطة المحاسبة,44,10,0,0,54
2995,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,11,4,0,0,15
2996,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة المهنية والعلمية والتقنية الأخرى,47,13,1,0,61
2998,2022,1,Al-Madinah Al-Munawwarah Region Office,الاتصالات,43,3,0,0,46
3000,2022,1,Al-Madinah Al-Munawwarah Region Office,التخزين وأنشطة الدعم للنقل,219,34,1,3,257
3001,2022,1,Al-Madinah Al-Munawwarah Region Office,التعليم,80,64,24,1,169
3003,2022,1,Al-Madinah Al-Munawwarah Region Office,الرعاية مع الإقامة,10,5,0,0,15
3004,2022,1,Al-Madinah Al-Munawwarah Region Office,الصحة البشرية,34,95,24,5,158
3005,2022,1,Al-Madinah Al-Munawwarah Region Office,الصرف الصحي,2,2,0,0,4
3006,2022,1,Al-Madinah Al-Munawwarah Region Office,الصناعة التحويلية الأخرى,31,14,1,1,47
3007,2022,1,Al-Madinah Al-Munawwarah Region Office,الطباعة واستنساخ وسائط الأعلام المسجّلة,55,14,1,0,70
3008,2022,1,Al-Madinah Al-Munawwarah Region Office,النقل البري و النقل عبر الأنابيب,673,68,0,0,741
3009,2022,1,Al-Madinah Al-Munawwarah Region Office,النقل الجوي,9,2,0,0,11
3010,2022,1,Al-Madinah Al-Munawwarah Region Office,النقل المائي,8,0,0,0,8
3011,2022,1,Al-Madinah Al-Munawwarah Region Office,الهندسة المدنية,40,4,1,0,45
3012,2022,1,Al-Madinah Al-Munawwarah Region Office,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,4920,954,50,4,5928
3013,2022,1,Al-Madinah Al-Munawwarah Region Office,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,1573,397,32,2,2004
3014,2022,1,Al-Madinah Al-Munawwarah Region Office,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,1578,218,6,0,1802
3015,2022,1,Al-Madinah Al-Munawwarah Region Office,تجميع المياه ومعالجتها وتوصيلها,28,6,1,0,35
3016,2022,1,Al-Madinah Al-Munawwarah Region Office,تشييد المباني,3062,849,59,20,3990
3017,2022,1,Al-Madinah Al-Munawwarah Region Office,تعدين ركازات الفلزات,19,6,0,0,25
3019,2022,1,Al-Madinah Al-Munawwarah Region Office,توصيل الكهرباء والغاز والبخار وتكييف الهواء,15,9,2,0,26
3020,2022,1,Al-Madinah Al-Munawwarah Region Office,صناعة الآلات والمعدات غير المصنفة في موضع أخر,19,3,0,0,22
3021,2022,1,Al-Madinah Al-Munawwarah Region Office,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,41,2,0,0,43
3022,2022,1,Al-Madinah Al-Munawwarah Region Office,صناعة معدات النقل الأخرى,10,4,0,0,14
3023,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع الأثاث,185,39,1,0,225
3024,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع الحواسيب والمنتجات الإلكترونية والبصرية,40,11,0,0,51
3025,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,108,20,0,0,128
3026,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع الفلزات القاعدية,91,17,4,1,113
3028,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع المعدات الكهربائية,70,15,0,0,85
3029,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع الملبوسات,663,75,3,0,741
3030,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع المنتجات الجلدية والمنتجات ذات الصلة,9,1,1,0,11
3031,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,5,2,0,0,7
3032,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع المنتجات الغذائية,466,119,5,2,592
3033,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع المنسوجات,81,19,2,0,102
3034,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع المواد الكيميائية والمنتجات الكيميائية,37,13,2,0,52
3035,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع الورق ومنتجات الورق,3,4,1,0,8
3038,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع منتجات المطاط واللدائن,28,18,4,0,50
3039,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع منتجات المعادن اللافلزية الأخرى,115,47,11,0,173
3040,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),276,52,5,0,333
3041,2022,1,Al-Madinah Al-Munawwarah Region Office,صيد الأسماك وتربية المائيات,23,1,0,0,24
3042,2022,1,Al-Madinah Al-Munawwarah Region Office,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,65,14,1,0,80
3043,2022,1,Tabuk Region Office,أبحاث الإعلان والسوق,16,0,1,0,17
3044,2022,1,Tabuk Region Office,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,178,34,0,0,212
3045,2022,1,Tabuk Region Office,إصلاح وتركيب الآلات والمعدات,60,1,0,0,61
3047,2022,1,Tabuk Region Office,أنشطة الأمن والتحقيقات,1,0,0,0,1
3048,2022,1,Tabuk Region Office,أنشطة الاستخدام,22,2,1,0,25
3050,2022,1,Tabuk Region Office,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,7,1,0,0,8
3052,2022,1,Tabuk Region Office,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,4,0,0,0,4
3053,2022,1,Tabuk Region Office,أنشطة التشييد المتخصصة,1140,140,4,0,1284
3054,2022,1,Tabuk Region Office,أنشطة الخدمات الشخصية الأخرى,946,73,2,0,1021
3055,2022,1,Tabuk Region Office,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,17,3,0,0,20
3056,2022,1,Tabuk Region Office,أنشطة العمل الاجتماعي، دون إقامة، لكبار السن وذوي الإعاقة,28,12,1,0,41
3057,2022,1,Tabuk Region Office,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,66,23,1,0,90
3058,2022,1,Tabuk Region Office,أنشطة المكاتب الرئيسية ، وألأنشطة الاستشارية في مجال الإدارة,10,1,0,0,11
3059,2022,1,Tabuk Region Office,أنشطة المكتبات ودور المحفوظات، والمتاحف والأنشطة الثقافية الأخرى,22,9,0,0,31
3060,2022,1,Tabuk Region Office,أنشطة المنظمات ذات العضوية,5,2,0,0,7
3061,2022,1,Tabuk Region Office,أنشطة النشر,7,1,0,0,8
3062,2022,1,Tabuk Region Office,أنشطة تقديم الخدمات للمباني وتجميل المواقع,355,59,5,1,420
3064,2022,1,Tabuk Region Office,أنشطة خدمات الأطعمة والمشروبات,1837,369,26,0,2232
3067,2022,1,Tabuk Region Office,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,559,36,1,2,598
3069,2022,1,Tabuk Region Office,الإقامة,85,32,3,0,120
3070,2022,1,Tabuk Region Office,الأنشطة الإبداعية والفنون وأنشطة الترفيه,1,0,0,0,1
3071,2022,1,Tabuk Region Office,الأنشطة الأخرى للتعدين واستغلال المحاجر,6,2,0,0,8
3072,2022,1,Tabuk Region Office,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,45,4,1,0,50
3073,2022,1,Tabuk Region Office,الأنشطة الإيجارية,393,10,0,0,403
3075,2022,1,Tabuk Region Office,الأنشطة الرياضية وأنشطة التسلية والترفيه,55,9,0,0,64
3076,2022,1,Tabuk Region Office,الأنشطة العقارية,55,6,0,0,61
3077,2022,1,Tabuk Region Office,الأنشطة القانونية وأنشطة المحاسبة,8,1,0,0,9
3079,2022,1,Tabuk Region Office,الأنشطة المهنية والعلمية والتقنية الأخرى,20,2,0,0,22
3080,2022,1,Tabuk Region Office,الاتصالات,17,1,0,0,18
3082,2022,1,Tabuk Region Office,التخزين وأنشطة الدعم للنقل,74,7,0,0,81
3083,2022,1,Tabuk Region Office,التعليم,35,39,16,2,92
3085,2022,1,Tabuk Region Office,الصحة البشرية,22,47,11,1,81
3087,2022,1,Tabuk Region Office,الصناعة التحويلية الأخرى,14,0,0,0,14
3088,2022,1,Tabuk Region Office,الطباعة واستنساخ وسائط الأعلام المسجّلة,27,7,0,0,34
3089,2022,1,Tabuk Region Office,النقل البري و النقل عبر الأنابيب,467,61,5,0,533
3091,2022,1,Tabuk Region Office,النقل المائي,9,1,0,0,10
3092,2022,1,Tabuk Region Office,الهندسة المدنية,12,2,0,0,14
3093,2022,1,Tabuk Region Office,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,2030,282,13,2,2327
3094,2022,1,Tabuk Region Office,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,579,103,8,0,690
3095,2022,1,Tabuk Region Office,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,959,135,0,0,1094
3096,2022,1,Tabuk Region Office,تجميع المياه ومعالجتها وتوصيلها,40,4,0,0,44
3097,2022,1,Tabuk Region Office,تشييد المباني,2176,379,26,4,2585
3100,2022,1,Tabuk Region Office,توصيل الكهرباء والغاز والبخار وتكييف الهواء,9,2,0,0,11
3101,2022,1,Tabuk Region Office,صناعة الآلات والمعدات غير المصنفة في موضع أخر,19,2,0,0,21
3102,2022,1,Tabuk Region Office,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,30,2,0,0,32
3104,2022,1,Tabuk Region Office,صنع الأثاث,149,23,0,0,172
3105,2022,1,Tabuk Region Office,صنع الحواسيب والمنتجات الإلكترونية والبصرية,42,4,1,0,47
3106,2022,1,Tabuk Region Office,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,86,22,0,0,108
3107,2022,1,Tabuk Region Office,صنع الفلزات القاعدية,22,3,1,0,26
3108,2022,1,Tabuk Region Office,صُنع المشروبات,25,7,1,0,33
3109,2022,1,Tabuk Region Office,صنع المعدات الكهربائية,44,5,0,0,49
3110,2022,1,Tabuk Region Office,صُنع الملبوسات,624,38,0,0,662
3111,2022,1,Tabuk Region Office,صُنع المنتجات الجلدية والمنتجات ذات الصلة,4,3,0,0,7
3113,2022,1,Tabuk Region Office,صُنع المنتجات الغذائية,196,41,2,2,241
3114,2022,1,Tabuk Region Office,صُنع المنسوجات,42,12,0,0,54
3116,2022,1,Tabuk Region Office,صُنع الورق ومنتجات الورق,2,4,0,0,6
3118,2022,1,Tabuk Region Office,صنع منتجات المطاط واللدائن,9,7,1,0,17
3119,2022,1,Tabuk Region Office,صنع منتجات المعادن اللافلزية الأخرى,51,22,0,0,73
3120,2022,1,Tabuk Region Office,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),158,36,1,1,196
3121,2022,1,Tabuk Region Office,صيد الأسماك وتربية المائيات,27,10,0,0,37
3122,2022,1,Tabuk Region Office,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,23,3,0,0,26
3123,2022,1,Jazan Region Office,أبحاث الإعلان والسوق,24,3,0,0,27
3124,2022,1,Jazan Region Office,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,164,13,0,0,177
3125,2022,1,Jazan Region Office,إصلاح وتركيب الآلات والمعدات,160,6,0,0,166
3126,2022,1,Jazan Region Office,أنشطة أنتاج الأفلام والبرامج التلفزيونية والتسجيلات الصوتية و نشرالموسيقى,9,0,0,0,9
3127,2022,1,Jazan Region Office,أنشطة الأمن والتحقيقات,7,1,0,0,8
3128,2022,1,Jazan Region Office,أنشطة الاستخدام,22,2,0,0,24
3129,2022,1,Jazan Region Office,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,6,0,0,0,6
3130,2022,1,Jazan Region Office,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,13,0,0,0,13
3131,2022,1,Jazan Region Office,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,1,0,0,0,1
3132,2022,1,Jazan Region Office,أنشطة التشييد المتخصصة,1304,151,6,1,1462
3133,2022,1,Jazan Region Office,أنشطة الخدمات الشخصية الأخرى,1289,86,0,0,1375
3134,2022,1,Jazan Region Office,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,28,5,0,0,33
3135,2022,1,Jazan Region Office,أنشطة العمل الاجتماعي، دون إقامة، لكبار السن وذوي الإعاقة,28,29,2,0,59
3137,2022,1,Jazan Region Office,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,68,21,2,0,91
3138,2022,1,Jazan Region Office,أنشطة المكاتب الرئيسية ، وألأنشطة الاستشارية في مجال الإدارة,26,4,0,0,30
3139,2022,1,Jazan Region Office,أنشطة المكتبات ودور المحفوظات، والمتاحف والأنشطة الثقافية الأخرى,23,10,1,0,34
3140,2022,1,Jazan Region Office,أنشطة المنظمات ذات العضوية,30,4,0,0,34
3142,2022,1,Jazan Region Office,أنشطة تقديم الخدمات للمباني وتجميل المواقع,400,82,2,0,484
3144,2022,1,Jazan Region Office,أنشطة خدمات الأطعمة والمشروبات,3232,575,18,0,3825
3146,2022,1,Jazan Region Office,أنشطة خدمات دعم التعدين,10,6,0,0,16
3147,2022,1,Jazan Region Office,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,491,31,1,0,523
3148,2022,1,Jazan Region Office,الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,20,6,0,0,26
3149,2022,1,Jazan Region Office,الإقامة,194,44,7,0,245
3151,2022,1,Jazan Region Office,الأنشطة الأخرى للتعدين واستغلال المحاجر,11,4,0,0,15
3152,2022,1,Jazan Region Office,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,44,2,0,0,46
3153,2022,1,Jazan Region Office,الأنشطة الإيجارية,1184,26,1,0,1211
3155,2022,1,Jazan Region Office,الأنشطة الرياضية وأنشطة التسلية والترفيه,46,8,1,0,55
3156,2022,1,Jazan Region Office,الأنشطة العقارية,72,14,0,1,87
3157,2022,1,Jazan Region Office,الأنشطة القانونية وأنشطة المحاسبة,15,3,0,0,18
3159,2022,1,Jazan Region Office,الأنشطة المهنية والعلمية والتقنية الأخرى,23,3,0,0,26
3163,2022,1,Jazan Region Office,التخزين وأنشطة الدعم للنقل,77,18,1,1,97
3164,2022,1,Jazan Region Office,التعليم,47,35,3,0,85
3165,2022,1,Jazan Region Office,الحراجة وقطع الأخشاب,1,1,0,0,2
3166,2022,1,Jazan Region Office,الرعاية مع الإقامة,9,4,0,0,13
3167,2022,1,Jazan Region Office,الصحة البشرية,37,64,12,2,115
3168,2022,1,Jazan Region Office,الصرف الصحي,1,2,0,0,3
3169,2022,1,Jazan Region Office,الصناعة التحويلية الأخرى,15,8,0,0,23
3170,2022,1,Jazan Region Office,الطباعة واستنساخ وسائط الأعلام المسجّلة,17,4,0,0,21
3171,2022,1,Jazan Region Office,النقل البري و النقل عبر الأنابيب,334,34,2,0,370
3172,2022,1,Jazan Region Office,النقل الجوي,8,2,0,0,10
3174,2022,1,Jazan Region Office,الهندسة المدنية,23,2,2,0,27
3175,2022,1,Jazan Region Office,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,3837,535,16,1,4389
3176,2022,1,Jazan Region Office,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,1370,306,20,1,1697
3177,2022,1,Jazan Region Office,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,1494,159,5,1,1659
3178,2022,1,Jazan Region Office,تجميع المياه ومعالجتها وتوصيلها,51,7,1,1,60
3179,2022,1,Jazan Region Office,تشييد المباني,2673,433,37,1,3144
3180,2022,1,Jazan Region Office,تعدين ركازات الفلزات,23,6,0,0,29
3183,2022,1,Jazan Region Office,صناعة الآلات والمعدات غير المصنفة في موضع أخر,37,3,0,0,40
3184,2022,1,Jazan Region Office,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,83,4,0,0,87
3186,2022,1,Jazan Region Office,صنع الأثاث,181,16,0,0,197
3187,2022,1,Jazan Region Office,صنع الحواسيب والمنتجات الإلكترونية والبصرية,40,10,0,0,50
3188,2022,1,Jazan Region Office,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,159,15,0,0,174
3189,2022,1,Jazan Region Office,صنع الفلزات القاعدية,58,14,1,2,75
3190,2022,1,Jazan Region Office,صُنع المشروبات,15,3,3,1,22
3191,2022,1,Jazan Region Office,صنع المعدات الكهربائية,72,6,0,0,78
3192,2022,1,Jazan Region Office,صُنع الملبوسات,424,41,0,0,465
3193,2022,1,Jazan Region Office,صُنع المنتجات الجلدية والمنتجات ذات الصلة,48,1,0,0,49
3194,2022,1,Jazan Region Office,صنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,6,1,0,0,7
3195,2022,1,Jazan Region Office,صُنع المنتجات الغذائية,288,73,5,0,366
3197,2022,1,Jazan Region Office,صُنع المواد الكيميائية والمنتجات الكيميائية,37,9,2,0,48
3198,2022,1,Jazan Region Office,صُنع الورق ومنتجات الورق,3,1,1,0,5
3199,2022,1,Jazan Region Office,صنع فحم الكوك والمنتجات النفطية المكررة,3,0,0,0,3
3201,2022,1,Jazan Region Office,صنع منتجات المطاط واللدائن,9,9,1,0,19
3202,2022,1,Jazan Region Office,صنع منتجات المعادن اللافلزية الأخرى,106,42,11,2,161
3203,2022,1,Jazan Region Office,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),438,18,1,0,457
3204,2022,1,Jazan Region Office,صيد الأسماك وتربية المائيات,128,66,4,0,198
3205,2022,1,Jazan Region Office,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,20,2,0,0,22
3206,2022,1,Hail Region Office,أبحاث الإعلان والسوق,20,6,0,0,26
